"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Nova Scotia","2016A000212","Minus: household actual final consumption","Dollars","81","millions","6","v1043020138","4.4","31948","","","","0"
"2010","Nova Scotia","2016A000212","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020139","4.5","1556","","","","0"
"2010","Nova Scotia","2016A000212","Equals: household net saving","Dollars","81","millions","6","v1043020140","4.6","-521","","","","0"
"2010","New Brunswick","2016A000213","Household disposable income","Dollars","81","millions","6","v1043020141","5.1","18363","","","","0"
"2010","New Brunswick","2016A000213","Plus: social transfers in kind","Dollars","81","millions","6","v1043020142","5.2","5539","","","","0"
"2010","New Brunswick","2016A000213","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020143","5.3","23902","","","","0"
"2010","New Brunswick","2016A000213","Adjusted household disposable income","Dollars","81","millions","6","v1059484366","5.7","23902","","","","0"
"2010","New Brunswick","2016A000213","Minus: household actual final consumption","Dollars","81","millions","6","v1043020144","5.4","24385","","","","0"
"2010","New Brunswick","2016A000213","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020145","5.5","896","","","","0"
"2010","New Brunswick","2016A000213","Equals: household net saving","Dollars","81","millions","6","v1043020146","5.6","413","","","","0"
"2010","Quebec","2016A000224","Household disposable income","Dollars","81","millions","6","v1043020147","6.1","188224","","","","0"
"2010","Quebec","2016A000224","Plus: social transfers in kind","Dollars","81","millions","6","v1043020148","6.2","53061","","","","0"
"2010","Quebec","2016A000224","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020149","6.3","241285","","","","0"
"2010","Quebec","2016A000224","Adjusted household disposable income","Dollars","81","millions","6","v1059484367","6.7","241285","","","","0"
"2010","Quebec","2016A000224","Minus: household actual final consumption","Dollars","81","millions","6","v1043020150","6.4","247378","","","","0"
"2010","Quebec","2016A000224","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020151","6.5","11428","","","","0"
"2010","Quebec","2016A000224","Equals: household net saving","Dollars","81","millions","6","v1043020152","6.6","5335","","","","0"
"2010","Ontario","2016A000235","Household disposable income","Dollars","81","millions","6","v1043020153","7.1","365085","","","","0"
"2010","Ontario","2016A000235","Plus: social transfers in kind","Dollars","81","millions","6","v1043020154","7.2","95167","","","","0"
"2010","Ontario","2016A000235","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020155","7.3","460252","","","","0"
"2010","Ontario","2016A000235","Adjusted household disposable income","Dollars","81","millions","6","v1059484368","7.7","460252","","","","0"
"2010","Ontario","2016A000235","Minus: household actual final consumption","Dollars","81","millions","6","v1043020156","7.4","453352","","","","0"
"2010","Ontario","2016A000235","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020157","7.5","13392","","","","0"
"2010","Ontario","2016A000235","Equals: household net saving","Dollars","81","millions","6","v1043020158","7.6","20292","","","","0"
"2010","Manitoba","2016A000246","Household disposable income","Dollars","81","millions","6","v1043020159","8.1","29855","","","","0"
"2010","Manitoba","2016A000246","Plus: social transfers in kind","Dollars","81","millions","6","v1043020160","8.2","10120","","","","0"
"2010","Manitoba","2016A000246","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020161","8.3","39975","","","","0"
"2010","Manitoba","2016A000246","Adjusted household disposable income","Dollars","81","millions","6","v1059484369","8.7","39975","","","","0"
"2010","Manitoba","2016A000246","Minus: household actual final consumption","Dollars","81","millions","6","v1043020162","8.4","41305","","","","0"
"2010","Manitoba","2016A000246","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020163","8.5","1257","","","","0"
"2010","Manitoba","2016A000246","Equals: household net saving","Dollars","81","millions","6","v1043020164","8.6","-73","","","","0"
"2010","Saskatchewan","2016A000247","Household disposable income","Dollars","81","millions","6","v1043020165","9.1","29015","","","","0"
"2010","Saskatchewan","2016A000247","Plus: social transfers in kind","Dollars","81","millions","6","v1043020166","9.2","8381","","","","0"
"2010","Saskatchewan","2016A000247","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020167","9.3","37396","","","","0"
"2010","Saskatchewan","2016A000247","Adjusted household disposable income","Dollars","81","millions","6","v1059484370","9.7","37396","","","","0"
"2010","Saskatchewan","2016A000247","Minus: household actual final consumption","Dollars","81","millions","6","v1043020168","9.4","37230","","","","0"
"2010","Saskatchewan","2016A000247","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020169","9.5","1070","","","","0"
"2010","Saskatchewan","2016A000247","Equals: household net saving","Dollars","81","millions","6","v1043020170","9.6","1236","","","","0"
"2010","Alberta","2016A000248","Household disposable income","Dollars","81","millions","6","v1043020171","10.1","125500","","","","0"
"2010","Alberta","2016A000248","Plus: social transfers in kind","Dollars","81","millions","6","v1043020172","10.2","28008","","","","0"
"2010","Alberta","2016A000248","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020173","10.3","153508","","","","0"
"2010","Alberta","2016A000248","Adjusted household disposable income","Dollars","81","millions","6","v1059484371","10.7","153508","","","","0"
"2010","Alberta","2016A000248","Minus: household actual final consumption","Dollars","81","millions","6","v1043020174","10.4","143405","","","","0"
"2010","Alberta","2016A000248","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020175","10.5","3470","","","","0"
"2010","Alberta","2016A000248","Equals: household net saving","Dollars","81","millions","6","v1043020176","10.6","13573","","","","0"
"2010","British Columbia","2016A000259","Household disposable income","Dollars","81","millions","6","v1043020177","11.1","124166","","","","0"
"2010","British Columbia","2016A000259","Plus: social transfers in kind","Dollars","81","millions","6","v1043020178","11.2","28572","","","","0"
"2010","British Columbia","2016A000259","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020179","11.3","152738","","","","0"
"2010","British Columbia","2016A000259","Adjusted household disposable income","Dollars","81","millions","6","v1059484372","11.7","152738","","","","0"
"2010","British Columbia","2016A000259","Minus: household actual final consumption","Dollars","81","millions","6","v1043020180","11.4","160105","","","","0"
"2010","British Columbia","2016A000259","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020181","11.5","4130","","","","0"
"2010","British Columbia","2016A000259","Equals: household net saving","Dollars","81","millions","6","v1043020182","11.6","-3237","","","","0"
"2010","Yukon","2016A000260","Household disposable income","Dollars","81","millions","6","v1043020183","12.1","1250","","","","0"
"2010","Yukon","2016A000260","Plus: social transfers in kind","Dollars","81","millions","6","v1043020184","12.2","548","","","","0"
"2010","Yukon","2016A000260","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020185","12.3","1798","","","","0"
"2010","Yukon","2016A000260","Adjusted household disposable income","Dollars","81","millions","6","v1059484373","12.7","1798","","","","0"
"2010","Yukon","2016A000260","Minus: household actual final consumption","Dollars","81","millions","6","v1043020186","12.4","1611","","","","0"
"2010","Yukon","2016A000260","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020187","12.5","68","","","","0"
"2010","Yukon","2016A000260","Equals: household net saving","Dollars","81","millions","6","v1043020188","12.6","255","","","","0"
"2010","Northwest Territories","2016A000261","Household disposable income","Dollars","81","millions","6","v1043020189","13.1","1599","","","","0"
"2010","Northwest Territories","2016A000261","Plus: social transfers in kind","Dollars","81","millions","6","v1043020190","13.2","852","","","","0"
"2010","Northwest Territories","2016A000261","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020191","13.3","2451","","","","0"
"2010","Northwest Territories","2016A000261","Adjusted household disposable income","Dollars","81","millions","6","v1059484374","13.7","2451","","","","0"
"2010","Northwest Territories","2016A000261","Minus: household actual final consumption","Dollars","81","millions","6","v1043020192","13.4","2228","","","","0"
"2010","Northwest Territories","2016A000261","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020193","13.5","51","","","","0"
"2010","Northwest Territories","2016A000261","Equals: household net saving","Dollars","81","millions","6","v1043020194","13.6","274","","","","0"
"2010","Nunavut","2016A000262","Household disposable income","Dollars","81","millions","6","v1043020195","14.1","906","","","","0"
"2010","Nunavut","2016A000262","Plus: social transfers in kind","Dollars","81","millions","6","v1043020196","14.2","667","","","","0"
"2010","Nunavut","2016A000262","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020197","14.3","1573","","","","0"
"2010","Nunavut","2016A000262","Adjusted household disposable income","Dollars","81","millions","6","v1059484375","14.7","1573","","","","0"
"2010","Nunavut","2016A000262","Minus: household actual final consumption","Dollars","81","millions","6","v1043020198","14.4","1300","","","","0"
"2010","Nunavut","2016A000262","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020199","14.5","36","","","","0"
"2010","Nunavut","2016A000262","Equals: household net saving","Dollars","81","millions","6","v1043020200","14.6","309","","","","0"
"2010","Outside Canada","","Household disposable income","Dollars","81","millions","6","v1043020201","15.1","403","","","","0"
"2010","Outside Canada","","Plus: social transfers in kind","Dollars","81","millions","6","v1043020202","15.2","0","","","","0"
"2010","Outside Canada","","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020203","15.3","403","","","","0"
"2010","Outside Canada","","Adjusted household disposable income","Dollars","81","millions","6","v1059484376","15.7","403","","","","0"
"2010","Outside Canada","","Minus: household actual final consumption","Dollars","81","millions","6","v1043020204","15.4","144","","","","0"
"2010","Outside Canada","","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020205","15.5","","..","","","0"
"2010","Outside Canada","","Equals: household net saving","Dollars","81","millions","6","v1043020206","15.6","259","","","","0"
"2011","Canada","2016A000011124","Household disposable income","Dollars","81","millions","6","v1043020117","1.1","957957","","","","0"
"2011","Canada","2016A000011124","Plus: social transfers in kind","Dollars","81","millions","6","v1043020118","1.2","255838","","","","0"
"2011","Canada","2016A000011124","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020119","1.3","1213795","","","","0"
"2011","Canada","2016A000011124","Adjusted household disposable income","Dollars","81","millions","6","v1059484362","1.7","1213795","","","","0"
"2011","Canada","2016A000011124","Minus: household actual final consumption","Dollars","81","millions","6","v1043020120","1.4","1219749","","","","0"
"2011","Canada","2016A000011124","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020121","1.5","46937","","","","0"
"2011","Canada","2016A000011124","Equals: household net saving","Dollars","81","millions","6","v1043020122","1.6","40983","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Household disposable income","Dollars","81","millions","6","v1043020123","2.1","14319","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Plus: social transfers in kind","Dollars","81","millions","6","v1043020124","2.2","4864","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020125","2.3","19183","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Adjusted household disposable income","Dollars","81","millions","6","v1059484363","2.7","19183","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Minus: household actual final consumption","Dollars","81","millions","6","v1043020126","2.4","18817","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020127","2.5","693","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Equals: household net saving","Dollars","81","millions","6","v1043020128","2.6","1059","","","","0"
"2011","Prince Edward Island","2016A000211","Household disposable income","Dollars","81","millions","6","v1043020129","3.1","3486","","","","0"
"2011","Prince Edward Island","2016A000211","Plus: social transfers in kind","Dollars","81","millions","6","v1043020130","3.2","1084","","","","0"
"2011","Prince Edward Island","2016A000211","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020131","3.3","4570","","","","0"
"2011","Prince Edward Island","2016A000211","Adjusted household disposable income","Dollars","81","millions","6","v1059484364","3.7","4570","","","","0"
"2011","Prince Edward Island","2016A000211","Minus: household actual final consumption","Dollars","81","millions","6","v1043020132","3.4","4848","","","","0"
"2011","Prince Edward Island","2016A000211","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020133","3.5","206","","","","0"
"2011","Prince Edward Island","2016A000211","Equals: household net saving","Dollars","81","millions","6","v1043020134","3.6","-72","","","","0"
"2011","Nova Scotia","2016A000212","Household disposable income","Dollars","81","millions","6","v1043020135","4.1","23582","","","","0"
"2011","Nova Scotia","2016A000212","Plus: social transfers in kind","Dollars","81","millions","6","v1043020136","4.2","7286","","","","0"
"2011","Nova Scotia","2016A000212","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020137","4.3","30868","","","","0"
"2011","Nova Scotia","2016A000212","Adjusted household disposable income","Dollars","81","millions","6","v1059484365","4.7","30868","","","","0"
"2011","Nova Scotia","2016A000212","Minus: household actual final consumption","Dollars","81","millions","6","v1043020138","4.4","33509","","","","0"
"2011","Nova Scotia","2016A000212","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020139","4.5","1734","","","","0"
"2011","Nova Scotia","2016A000212","Equals: household net saving","Dollars","81","millions","6","v1043020140","4.6","-907","","","","0"
"2011","New Brunswick","2016A000213","Household disposable income","Dollars","81","millions","6","v1043020141","5.1","18952","","","","0"
"2011","New Brunswick","2016A000213","Plus: social transfers in kind","Dollars","81","millions","6","v1043020142","5.2","5675","","","","0"
"2011","New Brunswick","2016A000213","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020143","5.3","24627","","","","0"
"2011","New Brunswick","2016A000213","Adjusted household disposable income","Dollars","81","millions","6","v1059484366","5.7","24627","","","","0"
"2011","New Brunswick","2016A000213","Minus: household actual final consumption","Dollars","81","millions","6","v1043020144","5.4","25417","","","","0"
"2011","New Brunswick","2016A000213","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020145","5.5","1044","","","","0"
"2011","New Brunswick","2016A000213","Equals: household net saving","Dollars","81","millions","6","v1043020146","5.6","254","","","","0"
"2011","Quebec","2016A000224","Household disposable income","Dollars","81","millions","6","v1043020147","6.1","195334","","","","0"
"2011","Quebec","2016A000224","Plus: social transfers in kind","Dollars","81","millions","6","v1043020148","6.2","55726","","","","0"
"2011","Quebec","2016A000224","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020149","6.3","251060","","","","0"
"2011","Quebec","2016A000224","Adjusted household disposable income","Dollars","81","millions","6","v1059484367","6.7","251060","","","","0"
"2011","Quebec","2016A000224","Minus: household actual final consumption","Dollars","81","millions","6","v1043020150","6.4","257463","","","","0"
"2011","Quebec","2016A000224","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020151","6.5","13682","","","","0"
"2011","Quebec","2016A000224","Equals: household net saving","Dollars","81","millions","6","v1043020152","6.6","7279","","","","0"
"2011","Ontario","2016A000235","Household disposable income","Dollars","81","millions","6","v1043020153","7.1","374267","","","","0"
"2011","Ontario","2016A000235","Plus: social transfers in kind","Dollars","81","millions","6","v1043020154","7.2","99703","","","","0"
"2011","Ontario","2016A000235","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020155","7.3","473970","","","","0"
"2011","Ontario","2016A000235","Adjusted household disposable income","Dollars","81","millions","6","v1059484368","7.7","473970","","","","0"
"2011","Ontario","2016A000235","Minus: household actual final consumption","Dollars","81","millions","6","v1043020156","7.4","472774","","","","0"
"2011","Ontario","2016A000235","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020157","7.5","16897","","","","0"
"2011","Ontario","2016A000235","Equals: household net saving","Dollars","81","millions","6","v1043020158","7.6","18093","","","","0"
"2011","Manitoba","2016A000246","Household disposable income","Dollars","81","millions","6","v1043020159","8.1","31082","","","","0"
"2011","Manitoba","2016A000246","Plus: social transfers in kind","Dollars","81","millions","6","v1043020160","8.2","10674","","","","0"
"2011","Manitoba","2016A000246","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020161","8.3","41756","","","","0"
"2011","Manitoba","2016A000246","Adjusted household disposable income","Dollars","81","millions","6","v1059484369","8.7","41756","","","","0"
"2011","Manitoba","2016A000246","Minus: household actual final consumption","Dollars","81","millions","6","v1043020162","8.4","43237","","","","0"
"2011","Manitoba","2016A000246","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020163","8.5","1534","","","","0"
"2011","Manitoba","2016A000246","Equals: household net saving","Dollars","81","millions","6","v1043020164","8.6","53","","","","0"
"2011","Saskatchewan","2016A000247","Household disposable income","Dollars","81","millions","6","v1043020165","9.1","31328","","","","0"
"2011","Saskatchewan","2016A000247","Plus: social transfers in kind","Dollars","81","millions","6","v1043020166","9.2","9058","","","","0"
"2011","Saskatchewan","2016A000247","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020167","9.3","40386","","","","0"
"2011","Saskatchewan","2016A000247","Adjusted household disposable income","Dollars","81","millions","6","v1059484370","9.7","40386","","","","0"
"2011","Saskatchewan","2016A000247","Minus: household actual final consumption","Dollars","81","millions","6","v1043020168","9.4","39381","","","","0"
"2011","Saskatchewan","2016A000247","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020169","9.5","1373","","","","0"
"2011","Saskatchewan","2016A000247","Equals: household net saving","Dollars","81","millions","6","v1043020170","9.6","2378","","","","0"
"2011","Alberta","2016A000248","Household disposable income","Dollars","81","millions","6","v1043020171","10.1","132835","","","","0"
"2011","Alberta","2016A000248","Plus: social transfers in kind","Dollars","81","millions","6","v1043020172","10.2","29942","","","","0"
"2011","Alberta","2016A000248","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020173","10.3","162777","","","","0"
"2011","Alberta","2016A000248","Adjusted household disposable income","Dollars","81","millions","6","v1059484371","10.7","162777","","","","0"
"2011","Alberta","2016A000248","Minus: household actual final consumption","Dollars","81","millions","6","v1043020174","10.4","152109","","","","0"
"2011","Alberta","2016A000248","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020175","10.5","4564","","","","0"
"2011","Alberta","2016A000248","Equals: household net saving","Dollars","81","millions","6","v1043020176","10.6","15232","","","","0"
"2011","British Columbia","2016A000259","Household disposable income","Dollars","81","millions","6","v1043020177","11.1","128434","","","","0"
"2011","British Columbia","2016A000259","Plus: social transfers in kind","Dollars","81","millions","6","v1043020178","11.2","29716","","","","0"
"2011","British Columbia","2016A000259","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020179","11.3","158150","","","","0"
"2011","British Columbia","2016A000259","Adjusted household disposable income","Dollars","81","millions","6","v1059484372","11.7","158150","","","","0"
"2011","British Columbia","2016A000259","Minus: household actual final consumption","Dollars","81","millions","6","v1043020180","11.4","166687","","","","0"
"2011","British Columbia","2016A000259","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020181","11.5","5003","","","","0"
"2011","British Columbia","2016A000259","Equals: household net saving","Dollars","81","millions","6","v1043020182","11.6","-3534","","","","0"
"2011","Yukon","2016A000260","Household disposable income","Dollars","81","millions","6","v1043020183","12.1","1325","","","","0"
"2011","Yukon","2016A000260","Plus: social transfers in kind","Dollars","81","millions","6","v1043020184","12.2","566","","","","0"
"2011","Yukon","2016A000260","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020185","12.3","1891","","","","0"
"2011","Yukon","2016A000260","Adjusted household disposable income","Dollars","81","millions","6","v1059484373","12.7","1891","","","","0"
"2011","Yukon","2016A000260","Minus: household actual final consumption","Dollars","81","millions","6","v1043020186","12.4","1705","","","","0"
"2011","Yukon","2016A000260","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020187","12.5","83","","","","0"
"2011","Yukon","2016A000260","Equals: household net saving","Dollars","81","millions","6","v1043020188","12.6","269","","","","0"
"2011","Northwest Territories","2016A000261","Household disposable income","Dollars","81","millions","6","v1043020189","13.1","1607","","","","0"
"2011","Northwest Territories","2016A000261","Plus: social transfers in kind","Dollars","81","millions","6","v1043020190","13.2","868","","","","0"
"2011","Northwest Territories","2016A000261","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020191","13.3","2475","","","","0"
"2011","Northwest Territories","2016A000261","Adjusted household disposable income","Dollars","81","millions","6","v1059484374","13.7","2475","","","","0"
"2011","Northwest Territories","2016A000261","Minus: household actual final consumption","Dollars","81","millions","6","v1043020192","13.4","2307","","","","0"
"2011","Northwest Territories","2016A000261","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020193","13.5","76","","","","0"
"2011","Northwest Territories","2016A000261","Equals: household net saving","Dollars","81","millions","6","v1043020194","13.6","244","","","","0"
"2011","Nunavut","2016A000262","Household disposable income","Dollars","81","millions","6","v1043020195","14.1","953","","","","0"
"2011","Nunavut","2016A000262","Plus: social transfers in kind","Dollars","81","millions","6","v1043020196","14.2","676","","","","0"
"2011","Nunavut","2016A000262","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020197","14.3","1629","","","","0"
"2011","Nunavut","2016A000262","Adjusted household disposable income","Dollars","81","millions","6","v1059484375","14.7","1629","","","","0"
"2011","Nunavut","2016A000262","Minus: household actual final consumption","Dollars","81","millions","6","v1043020198","14.4","1348","","","","0"
"2011","Nunavut","2016A000262","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020199","14.5","48","","","","0"
"2011","Nunavut","2016A000262","Equals: household net saving","Dollars","81","millions","6","v1043020200","14.6","329","","","","0"
"2011","Outside Canada","","Household disposable income","Dollars","81","millions","6","v1043020201","15.1","453","","","","0"
"2011","Outside Canada","","Plus: social transfers in kind","Dollars","81","millions","6","v1043020202","15.2","0","","","","0"
"2011","Outside Canada","","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020203","15.3","453","","","","0"
"2011","Outside Canada","","Adjusted household disposable income","Dollars","81","millions","6","v1059484376","15.7","453","","","","0"
"2011","Outside Canada","","Minus: household actual final consumption","Dollars","81","millions","6","v1043020204","15.4","147","","","","0"
"2011","Outside Canada","","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020205","15.5","","..","","","0"
"2011","Outside Canada","","Equals: household net saving","Dollars","81","millions","6","v1043020206","15.6","306","","","","0"
"2012","Canada","2016A000011124","Household disposable income","Dollars","81","millions","6","v1043020117","1.1","996857","","","","0"
"2012","Canada","2016A000011124","Plus: social transfers in kind","Dollars","81","millions","6","v1043020118","1.2","262570","","","","0"
"2012","Canada","2016A000011124","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020119","1.3","1259427","","","","0"
"2012","Canada","2016A000011124","Adjusted household disposable income","Dollars","81","millions","6","v1059484362","1.7","1259427","","","","0"
"2012","Canada","2016A000011124","Minus: household actual final consumption","Dollars","81","millions","6","v1043020120","1.4","1257616","","","","0"
"2012","Canada","2016A000011124","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020121","1.5","47452","","","","0"
"2012","Canada","2016A000011124","Equals: household net saving","Dollars","81","millions","6","v1043020122","1.6","49263","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Household disposable income","Dollars","81","millions","6","v1043020123","2.1","15287","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Plus: social transfers in kind","Dollars","81","millions","6","v1043020124","2.2","4900","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020125","2.3","20187","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Adjusted household disposable income","Dollars","81","millions","6","v1059484363","2.7","20187","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Minus: household actual final consumption","Dollars","81","millions","6","v1043020126","2.4","19530","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020127","2.5","696","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Equals: household net saving","Dollars","81","millions","6","v1043020128","2.6","1353","","","","0"
"2012","Prince Edward Island","2016A000211","Household disposable income","Dollars","81","millions","6","v1043020129","3.1","3634","","","","0"
"2012","Prince Edward Island","2016A000211","Plus: social transfers in kind","Dollars","81","millions","6","v1043020130","3.2","1117","","","","0"
"2012","Prince Edward Island","2016A000211","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020131","3.3","4751","","","","0"
"2012","Prince Edward Island","2016A000211","Adjusted household disposable income","Dollars","81","millions","6","v1059484364","3.7","4751","","","","0"
"2012","Prince Edward Island","2016A000211","Minus: household actual final consumption","Dollars","81","millions","6","v1043020132","3.4","4986","","","","0"
"2012","Prince Edward Island","2016A000211","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020133","3.5","203","","","","0"
"2012","Prince Edward Island","2016A000211","Equals: household net saving","Dollars","81","millions","6","v1043020134","3.6","-32","","","","0"
"2012","Nova Scotia","2016A000212","Household disposable income","Dollars","81","millions","6","v1043020135","4.1","24286","","","","0"
"2012","Nova Scotia","2016A000212","Plus: social transfers in kind","Dollars","81","millions","6","v1043020136","4.2","7508","","","","0"
"2012","Nova Scotia","2016A000212","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020137","4.3","31794","","","","0"
"2012","Nova Scotia","2016A000212","Adjusted household disposable income","Dollars","81","millions","6","v1059484365","4.7","31794","","","","0"
"2012","Nova Scotia","2016A000212","Minus: household actual final consumption","Dollars","81","millions","6","v1043020138","4.4","34417","","","","0"
"2012","Nova Scotia","2016A000212","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020139","4.5","1683","","","","0"
"2012","Nova Scotia","2016A000212","Equals: household net saving","Dollars","81","millions","6","v1043020140","4.6","-940","","","","0"
"2012","New Brunswick","2016A000213","Household disposable income","Dollars","81","millions","6","v1043020141","5.1","19603","","","","0"
"2012","New Brunswick","2016A000213","Plus: social transfers in kind","Dollars","81","millions","6","v1043020142","5.2","5703","","","","0"
"2012","New Brunswick","2016A000213","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020143","5.3","25306","","","","0"
"2012","New Brunswick","2016A000213","Adjusted household disposable income","Dollars","81","millions","6","v1059484366","5.7","25306","","","","0"
"2012","New Brunswick","2016A000213","Minus: household actual final consumption","Dollars","81","millions","6","v1043020144","5.4","25916","","","","0"
"2012","New Brunswick","2016A000213","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020145","5.5","1052","","","","0"
"2012","New Brunswick","2016A000213","Equals: household net saving","Dollars","81","millions","6","v1043020146","5.6","442","","","","0"
"2012","Quebec","2016A000224","Household disposable income","Dollars","81","millions","6","v1043020147","6.1","203381","","","","0"
"2012","Quebec","2016A000224","Plus: social transfers in kind","Dollars","81","millions","6","v1043020148","6.2","57325","","","","0"
"2012","Quebec","2016A000224","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020149","6.3","260706","","","","0"
"2012","Quebec","2016A000224","Adjusted household disposable income","Dollars","81","millions","6","v1059484367","6.7","260706","","","","0"
"2012","Quebec","2016A000224","Minus: household actual final consumption","Dollars","81","millions","6","v1043020150","6.4","264469","","","","0"
"2012","Quebec","2016A000224","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020151","6.5","14015","","","","0"
"2012","Quebec","2016A000224","Equals: household net saving","Dollars","81","millions","6","v1043020152","6.6","10252","","","","0"
"2012","Ontario","2016A000235","Household disposable income","Dollars","81","millions","6","v1043020153","7.1","381884","","","","0"
"2012","Ontario","2016A000235","Plus: social transfers in kind","Dollars","81","millions","6","v1043020154","7.2","101676","","","","0"
"2012","Ontario","2016A000235","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020155","7.3","483560","","","","0"
"2012","Ontario","2016A000235","Adjusted household disposable income","Dollars","81","millions","6","v1059484368","7.7","483560","","","","0"
"2012","Ontario","2016A000235","Minus: household actual final consumption","Dollars","81","millions","6","v1043020156","7.4","484603","","","","0"
"2012","Ontario","2016A000235","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020157","7.5","16971","","","","0"
"2012","Ontario","2016A000235","Equals: household net saving","Dollars","81","millions","6","v1043020158","7.6","15928","","","","0"
"2012","Manitoba","2016A000246","Household disposable income","Dollars","81","millions","6","v1043020159","8.1","32763","","","","0"
"2012","Manitoba","2016A000246","Plus: social transfers in kind","Dollars","81","millions","6","v1043020160","8.2","11191","","","","0"
"2012","Manitoba","2016A000246","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020161","8.3","43954","","","","0"
"2012","Manitoba","2016A000246","Adjusted household disposable income","Dollars","81","millions","6","v1059484369","8.7","43954","","","","0"
